"index","eventid","venueid","catid","dateid","eventname","starttime"
"6432","7180","38","9","1992","Good Charlotte","2008-06-15T19:30:00.000"
"6433","3465","229","7","1992","To Be or Not To Be","2008-06-15T20:00:00.000"
"6434","7101","50","9","1992","Lyle Lovett","2008-06-15T14:00:00.000"
"6435","6688","71","9","1993","Decemberists","2008-06-16T14:00:00.000"
"6436","6937","97","9","1993","Phil Vassar","2008-06-16T14:00:00.000"
"6437","7799","125","9","1993","Josh Turner","2008-06-16T19:00:00.000"
"6438","225","304","8","1993","The Magic Flute","2008-06-16T19:30:00.000"
"6439","1449","232","6","1993","Jersey Boys","2008-06-16T14:30:00.000"
"6440","3561","207","7","1993","A Midsummer Night's Dream","2008-06-16T19:00:00.000"
"6441","4249","121","9","1993","Broken Social Scene","2008-06-16T19:00:00.000"
"6442","5488","51","9","1993","Ben Folds","2008-06-16T19:00:00.000"
"6443","666","238","6","1993","The Phantom of the Opera","2008-06-16T14:30:00.000"
"6444","1490","237","6","1993","Jersey Boys","2008-06-16T14:30:00.000"
"6445","323","307","8","1994","The Birds (Die Vogel)","2008-06-17T14:30:00.000"
"6446","1907","214","7","1994","The Caucasian Chalk Circle","2008-06-17T14:30:00.000"
"6447","4015","49","9","1994","Nofx","2008-06-17T14:30:00.000"
"6448","4337","40","9","1994","Kenny Wayne Shepherd","2008-06-17T15:00:00.000"
"6449","1312","237","6","1994","Curtains","2008-06-17T14:30:00.000"
"6450","1398","205","6","1994","The Lion King","2008-06-17T20:00:00.000"
"6451","1431","223","6","1994","Hairspray","2008-06-17T15:00:00.000"
"6452","2855","215","7","1994","Spring Awakening","2008-06-17T20:00:00.000"
"6453","4028","33","9","1994","Kenny G","2008-06-17T15:00:00.000"
"6454","4647","128","9","1994","Cher","2008-06-17T19:30:00.000"
"6455","5723","32","9","1994","70s Soul Jam","2008-06-17T14:00:00.000"
"6456","8267","121","9","1994","Jim Brickman","2008-06-17T19:30:00.000"
"6457","798","238","6","1994","The Little Mermaid","2008-06-17T14:30:00.000"
"6458","2349","232","7","1994","A Streetcar Named Desire","2008-06-17T20:00:00.000"
"6459","2896","231","7","1994","All My Sons","2008-06-17T19:00:00.000"
"6460","3719","208","7","1994","Look Back in Anger","2008-06-17T15:00:00.000"
"6461","2227","223","7","1995","The 39 Steps","2008-06-18T15:00:00.000"
"6462","5149","84","9","1995","Foghat","2008-06-18T14:00:00.000"
"6463","5172","117","9","1995","Ana Gabriel","2008-06-18T19:00:00.000"
"6464","5454","42","9","1995","Sugarland","2008-06-18T15:00:00.000"
"6465","7702","14","9","1995","Colbie Caillat","2008-06-18T19:00:00.000"
"6466","8773","92","9","1995","Motorhead","2008-06-18T19:30:00.000"
"6467","1910","204","7","1995","Iphigenia","2008-06-18T14:30:00.000"
"6468","3080","210","7","1995","Hedda Gabler","2008-06-18T14:00:00.000"
"6469","5650","9","9","1995","Neil Diamond","2008-06-18T15:00:00.000"
"6470","7621","80","9","1995","Teena Marie","2008-06-18T19:30:00.000"
"6471","1858","214","7","1995","Woyzeck","2008-06-18T19:00:00.000"
"6472","2995","244","7","1995","For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-06-18T19:30:00.000"
"6473","5409","43","9","1995","Sevendust","2008-06-18T14:00:00.000"
"6474","6487","76","9","1995","Flogging Molly","2008-06-18T19:30:00.000"
"6475","7328","17","9","1995","Duffy","2008-06-18T15:00:00.000"
"6476","4521","50","9","1996","Journey","2008-06-19T19:00:00.000"
"6477","8743","122","9","1996","Carrie Underwood","2008-06-19T15:00:00.000"
"6478","2970","242","7","1996","The Seafarer","2008-06-19T14:00:00.000"
"6479","2366","200","7","1996","The Homecoming","2008-06-19T15:00:00.000"
"6480","5025","114","9","1996","Weird Al Yankovic","2008-06-19T14:00:00.000"
"6481","5230","62","9","1996","Teddy Geiger","2008-06-19T19:00:00.000"
"6482","4492","55","9","1997","Monsters of Rock","2008-06-20T19:00:00.000"
"6483","5862","128","9","1997","U2","2008-06-20T14:00:00.000"
"6484","6479","35","9","1997","Ben Harper","2008-06-20T19:00:00.000"
"6485","1554","257","6","1997","Folies Bergere","2008-06-20T19:00:00.000"
"6486","2661","206","7","1997","Our Town","2008-06-20T14:00:00.000"
"6487","3309","242","7","1997","Spring Awakening","2008-06-20T14:00:00.000"
"6488","1374","211","6","1997","The Phantom of the Opera","2008-06-20T14:00:00.000"
"6489","1723","263","6","1997","Mamma Mia!","2008-06-20T15:00:00.000"
"6490","5334","25","9","1997","Mark Knopfler","2008-06-20T14:00:00.000"
"6491","6042","116","9","1997","John Hiatt","2008-06-20T19:30:00.000"
"6492","2208","246","7","1998","Othello","2008-06-21T15:00:00.000"
"6493","2860","218","7","1998","As You Like It","2008-06-21T14:00:00.000"
"6494","3507","240","7","1998","The Homecoming","2008-06-21T15:00:00.000"
"6495","5538","32","9","1998","Colbie Caillat","2008-06-21T15:00:00.000"
"6496","8420","80","9","1998","Lucinda Williams","2008-06-21T19:00:00.000"
"6497","454","308","8","1998","La Damnation de Faust","2008-06-21T15:00:00.000"
"6498","3904","32","9","1998","Tokyo Police Club","2008-06-21T14:30:00.000"
"6499","4177","24","9","1998","The Jesus and Mary Chain","2008-06-21T14:00:00.000"
"6500","4527","32","9","1998","Jonny Lang","2008-06-21T19:30:00.000"
"6501","1048","249","6","1998","Pal Joey","2008-06-21T14:00:00.000"
"6502","1614","252","6","1999","Legally Blonde","2008-06-22T19:30:00.000"
"6503","4035","41","9","1999","Brian McKnight","2008-06-22T15:00:00.000"
"6504","6407","51","9","1999",".38 Special","2008-06-22T19:00:00.000"
"6505","6988","58","9","1999","Madonna","2008-06-22T19:30:00.000"
"6506","6992","104","9","1999","Colbie Caillat","2008-06-22T14:00:00.000"
"6507","7559","83","9","1999","John Prine","2008-06-22T15:00:00.000"
"6508","845","238","6","1999","Shrek the Musical","2008-06-22T20:00:00.000"
"6509","2069","231","7","1999","Hamlet","2008-06-22T14:30:00.000"
"6510","2707","208","7","1999","Hedda Gabler","2008-06-22T14:30:00.000"
"6511","3683","239","7","1999","Look Back in Anger","2008-06-22T19:30:00.000"
"6512","3779","228","7","1999","The Frogs","2008-06-22T20:00:00.000"
"6513","4425","79","9","1999","Engelbert Humperdinck","2008-06-22T14:30:00.000"
"6514","5555","88","9","1999","Bo Bice","2008-06-22T19:00:00.000"
"6515","6126","98","9","1999","Foghat","2008-06-22T14:00:00.000"
"6516","1224","234","6","1999","Legally Blonde","2008-06-22T15:00:00.000"
"6517","1406","204","6","1999","The Lion King","2008-06-22T20:00:00.000"
"6518","2009","239","7","1999","Woyzeck","2008-06-22T19:30:00.000"
"6519","7293","91","9","1999","Rush","2008-06-22T19:00:00.000"
"6520","7991","114","9","1999","Akon","2008-06-22T15:00:00.000"
"6521","8546","117","9","1999","Zucchero","2008-06-22T14:00:00.000"
"6522","114","301","8","2000","La Cenerentola (Cinderella)","2008-06-23T19:30:00.000"
"6523","1332","201","6","2000","Hairspray","2008-06-23T15:00:00.000"
"6524","1781","250","6","2000","Le Reve","2008-06-23T20:00:00.000"
"6525","5880","66","9","2000","Wolf Parade","2008-06-23T15:00:00.000"
"6526","6048","69","9","2000","Sugarland","2008-06-23T19:30:00.000"
"6527","6222","126","9","2000","Bobby Brown","2008-06-23T14:00:00.000"
"6528","6579","53","9","2000","Radiohead","2008-06-23T14:00:00.000"
"6529","8457","21","9","2000","Dennis DeYoung","2008-06-23T15:00:00.000"
"6530","2455","208","7","2000","King Lear","2008-06-23T19:30:00.000"
"6531","4636","89","9","2000","Motorhead","2008-06-23T20:00:00.000"
"6532","7560","125","9","2000","Lenny Kravitz","2008-06-23T14:00:00.000"
"6533","8081","123","9","2000","Rancid","2008-06-23T15:00:00.000"
"6534","8647","66","9","2000","Good Charlotte","2008-06-23T15:00:00.000"
"6535","740","207","6","2001","Mary Poppins","2008-06-24T15:00:00.000"
"6536","3514","218","7","2001","The Homecoming","2008-06-24T14:00:00.000"
"6537","5843","78","9","2001","George Thorogood","2008-06-24T15:00:00.000"
"6538","6834","57","9","2001","Sweet Honey in the Rock","2008-06-24T19:30:00.000"
"6539","7636","40","9","2001","Marco Antonio Solis","2008-06-24T19:00:00.000"
"6540","882","218","6","2001","High Society","2008-06-24T20:00:00.000"
"6541","3831","128","9","2001","Josh Turner","2008-06-24T14:30:00.000"
"6542","5046","74","9","2001","Celtic Thunder","2008-06-24T15:00:00.000"
"6543","5473","21","9","2001","Linda Eder","2008-06-24T19:00:00.000"
"6544","6518","32","9","2001","Peter Frampton","2008-06-24T19:00:00.000"
"6545","2257","210","7","2002","Look Back in Anger","2008-06-25T19:00:00.000"
"6546","4810","7","9","2002","Vicente Fernandez","2008-06-25T19:30:00.000"
"6547","8058","10","9","2002","Bloc Party","2008-06-25T14:00:00.000"
"6548","8543","51","9","2002","Rolling Stones","2008-06-25T19:30:00.000"
"6549","2912","204","7","2002","King Lear","2008-06-25T19:00:00.000"
"6550","3084","249","7","2002","The Cherry Orchard","2008-06-25T15:00:00.000"
"6551","3165","237","7","2002","A Midsummer Night's Dream","2008-06-25T20:00:00.000"
"6552","3729","206","7","2002","The Caucasian Chalk Circle","2008-06-25T14:30:00.000"
"6553","4140","109","9","2002","Steely Dan","2008-06-25T20:00:00.000"
"6554","5679","3","9","2002","Boston","2008-06-25T14:00:00.000"
"6555","6079","110","9","2002","The Guess Who","2008-06-25T19:00:00.000"
"6556","7126","22","9","2002","Carcass","2008-06-25T19:30:00.000"
"6557","7325","81","9","2002","Boyz II Men","2008-06-25T15:00:00.000"
"6558","7817","58","9","2002","Seether","2008-06-25T19:00:00.000"
"6559","7865","96","9","2002","Regina Spektor","2008-06-25T15:00:00.000"
"6560","1030","215","6","2002","The Lion King","2008-06-25T19:00:00.000"
"6561","1220","242","6","2002","Gypsy","2008-06-25T19:00:00.000"
"6562","3338","235","7","2002","The Tempest","2008-06-25T19:00:00.000"
"6563","1092","228","6","2003","Fiddler on the Roof","2008-06-26T20:00:00.000"
"6564","2182","201","7","2003","Waiting for Godot","2008-06-26T20:00:00.000"
"6565","5522","88","9","2003","Ryan Adams","2008-06-26T19:30:00.000"
"6566","5921","48","9","2003","Dickey Betts and Great Southern","2008-06-26T19:00:00.000"
"6567","6014","15","9","2003","REO Speedwagon","2008-06-26T19:00:00.000"
"6568","6436","1","9","2003","Akon","2008-06-26T19:00:00.000"
"6569","583","222","6","2003","Legally Blonde","2008-06-26T19:00:00.000"
"6570","1053","202","6","2003","Chicago","2008-06-26T14:30:00.000"
"6571","3521","232","7","2003","Spring Awakening","2008-06-26T15:00:00.000"
"6572","317","300","8","2003","Don Giovanni","2008-06-26T14:00:00.000"
"6573","2675","249","7","2003","As You Like It","2008-06-26T19:00:00.000"
"6574","2858","221","7","2003","August: Osage County","2008-06-26T20:00:00.000"
"6575","1156","212","6","2004","Mamma Mia!","2008-06-27T19:00:00.000"
"6576","1419","203","6","2004","Oliver!","2008-06-27T14:00:00.000"
"6577","1785","251","6","2004","Beatles LOVE","2008-06-27T15:00:00.000"
"6578","2074","215","7","2004","Thurgood","2008-06-27T14:00:00.000"
"6579","4045","125","9","2004","Gogol Bordello","2008-06-27T19:00:00.000"
"6580","5524","55","9","2004","Gretchen Wilson","2008-06-27T15:00:00.000"
"6581","1854","244","7","2004","Spring Awakening","2008-06-27T14:00:00.000"
"6582","2122","209","7","2004","Uncle Vanya","2008-06-27T14:00:00.000"
"6583","8087","1","9","2004","The National","2008-06-27T19:30:00.000"
"6584","344","309","8","2004","Don Giovanni","2008-06-27T19:30:00.000"
"6585","1585","256","6","2004","Mamma Mia!","2008-06-27T19:00:00.000"
"6586","1991","242","7","2005","Romeo and Juliet","2008-06-28T15:00:00.000"
"6587","4405","33","9","2005","Monsters of Rock","2008-06-28T19:30:00.000"
"6588","4786","68","9","2005","Patty Griffin","2008-06-28T14:30:00.000"
"6589","8103","119","9","2005","Alice Cooper","2008-06-28T14:00:00.000"
"6590","660","225","6","2005","Chicago","2008-06-28T15:00:00.000"
"6591","728","205","6","2005","The Lion King","2008-06-28T14:00:00.000"
"6592","1056","207","6","2005","Mary Poppins","2008-06-28T14:30:00.000"
"6593","7155","74","9","2005","Iron and Wine","2008-06-28T19:30:00.000"
"6594","538","210","6","2005","Les Miserables","2008-06-28T20:00:00.000"
"6595","6853","60","9","2005","Dennis DeYoung","2008-06-28T19:30:00.000"
"6596","8093","80","9","2005","Zombies","2008-06-28T15:00:00.000"
"6597","4024","28","9","2006","Def Leppard","2008-06-29T20:00:00.000"
"6598","5178","39","9","2006","Demi Lovato","2008-06-29T15:00:00.000"
"6599","6018","8","9","2006","Decemberists","2008-06-29T19:00:00.000"
"6600","1034","247","6","2006","A Chorus Line","2008-06-29T19:30:00.000"
"6601","3883","36","9","2006","Squeeze","2008-06-29T20:00:00.000"
"6602","7068","22","9","2006","Medeski Martin and Wood","2008-06-29T14:00:00.000"
"6603","8356","46","9","2006","Godsmack","2008-06-29T19:30:00.000"
"6604","3645","241","7","2006","August: Osage County","2008-06-29T14:30:00.000"
"6605","4861","95","9","2006","Paul McCartney","2008-06-29T14:00:00.000"
"6606","6651","62","9","2006","Bloc Party","2008-06-29T14:00:00.000"
"6607","8217","59","9","2006","Good Charlotte","2008-06-29T19:00:00.000"
"6608","5086","77","9","2007","Reba McEntire","2008-06-30T14:00:00.000"
"6609","5257","105","9","2007","Sugarland","2008-06-30T14:00:00.000"
"6610","7454","111","9","2007","Coldplay","2008-06-30T15:00:00.000"
"6611","1067","244","6","2007","Hairspray","2008-06-30T19:30:00.000"
"6612","1157","209","6","2007","Dirty Dancing","2008-06-30T19:00:00.000"
"6613","2189","204","7","2007","November","2008-06-30T19:00:00.000"
"6614","2425","231","7","2007","The 39 Steps","2008-06-30T15:00:00.000"
"6615","4736","18","9","2007","Oliver Dragojevic","2008-06-30T15:00:00.000"
"6616","5972","100","9","2007","Sammy Hagar","2008-06-30T19:30:00.000"
"6617","5996","12","9","2007","Rodrigo y Gabriela","2008-06-30T15:00:00.000"
"6618","6273","40","9","2008","Joan Baez","2008-07-01T14:00:00.000"
"6619","8294","60","9","2008","Gretchen Wilson","2008-07-01T19:00:00.000"
"6620","8516","23","9","2008","Cold War Kids","2008-07-01T15:00:00.000"
"6621","1649","255","6","2008","Blue Man Group","2008-07-01T20:00:00.000"
"6622","2576","247","7","2008","Miss Julie","2008-07-01T14:30:00.000"
"6623","2880","210","7","2008","The Glass Menagerie","2008-07-01T20:00:00.000"
"6624","4377","17","9","2008","Bette Midler","2008-07-01T19:00:00.000"
"6625","5180","106","9","2008","Spoon","2008-07-01T14:00:00.000"
"6626","5738","122","9","2008","Country Thunder USA","2008-07-01T14:00:00.000"
"6627","8383","87","9","2008","Feist","2008-07-01T14:00:00.000"
"6628","284","304","8","2008","Salome","2008-07-01T19:00:00.000"
"6629","2002","218","7","2008","To Be or Not To Be","2008-07-01T19:00:00.000"
"6630","4461","61","9","2008","Sunday in the Country","2008-07-01T20:00:00.000"
"6631","4781","14","9","2008","Sara Bareilles","2008-07-01T19:30:00.000"
"6632","5705","6","9","2008","Steve Miller Band","2008-07-01T14:00:00.000"
"6633","1604","263","6","2009","Blue Man Group","2008-07-02T20:00:00.000"
"6634","2161","200","7","2009","Iphigenia","2008-07-02T19:00:00.000"
"6635","4873","93","9","2009","Daughtry","2008-07-02T14:00:00.000"
"6636","8323","5","9","2009","Britney Spears","2008-07-02T15:00:00.000"
"6637","736","217","6","2009","Hairspray","2008-07-02T19:30:00.000"
"6638","4041","101","9","2009","Joan Baez","2008-07-02T14:00:00.000"
"6639","3014","238","7","2009","The Country Girl","2008-07-02T14:00:00.000"
"6640","7236","11","9","2009","Voodoo Music Experience","2008-07-02T14:00:00.000"
"6641","7555","110","9","2009","LeAnn Rimes","2008-07-02T14:00:00.000"
"6642","1992","218","7","2010","Rock 'n' Roll","2008-07-03T19:30:00.000"
"6643","3028","239","7","2010","Uncle Vanya","2008-07-03T14:30:00.000"
"6644","6363","119","9","2010","Irish Tenors","2008-07-03T19:30:00.000"
"6645","7867","21","9","2010","Neville Brothers","2008-07-03T19:00:00.000"
"6646","445","302","8","2010","Rusalka","2008-07-03T15:00:00.000"
"6647","1795","257","6","2010","Spamalot","2008-07-03T20:00:00.000"
"6648","4512","124","9","2010","Gnarls Barkley","2008-07-03T15:00:00.000"
"6649","6191","19","9","2010","Ben Folds","2008-07-03T14:00:00.000"
"6650","7388","118","9","2010","The Black Keys","2008-07-03T14:00:00.000"
"6651","7630","51","9","2010","Nofx","2008-07-03T14:00:00.000"
"6652","243","300","8","2010","Doctor Atomic","2008-07-03T20:00:00.000"
"6653","5120","80","9","2010","Radiohead","2008-07-03T15:00:00.000"
"6654","6027","33","9","2010","Girl Talk","2008-07-03T19:30:00.000"
"6655","2239","241","7","2011","Othello","2008-07-04T14:30:00.000"
"6656","5351","120","9","2011","Erykah Badu","2008-07-04T19:00:00.000"
"6657","5991","74","9","2011","Eddie Money","2008-07-04T15:00:00.000"
"6658","7239","89","9","2011","Lenny Kravitz","2008-07-04T15:00:00.000"
"6659","7505","95","9","2011","Suzanne Vega","2008-07-04T19:30:00.000"
"6660","1681","263","6","2011","Legally Blonde","2008-07-04T14:30:00.000"
"6661","3152","215","7","2011","The Country Girl","2008-07-04T14:00:00.000"
"6662","4123","22","9","2011","The Jesus and Mary Chain","2008-07-04T20:00:00.000"
"6663","6279","77","9","2011","REO Speedwagon","2008-07-04T19:00:00.000"
"6664","6952","31","9","2011","Kanye West","2008-07-04T15:00:00.000"
"6665","7070","76","9","2011","Hermans Hermits","2008-07-04T19:00:00.000"
"6666","7449","128","9","2011","Armando Manzanero","2008-07-04T15:00:00.000"
"6667","7471","93","9","2011","Kenny Loggins","2008-07-04T19:30:00.000"
"6668","681","236","6","2011","Mamma Mia!","2008-07-04T19:30:00.000"
"6669","4108","27","9","2011","Maroon 5","2008-07-04T14:30:00.000"
"6670","4148","119","9","2011","Motley Crue","2008-07-04T14:30:00.000"
"6671","4497","64","9","2012","Zombies","2008-07-05T19:30:00.000"
"6672","4797","109","9","2012","The Roots","2008-07-05T14:00:00.000"
"6673","5129","127","9","2012","Bette Midler","2008-07-05T15:00:00.000"
"6674","5884","76","9","2012","Vince Gill","2008-07-05T15:00:00.000"
"6675","1609","258","6","2012","Blue Man Group","2008-07-05T19:30:00.000"
"6676","2513","201","7","2012","Rock 'n' Roll","2008-07-05T20:00:00.000"
"6677","6233","49","9","2012","Insane Clown Posse","2008-07-05T15:00:00.000"
"6678","6573","100","9","2012","War","2008-07-05T19:00:00.000"
"6679","6660","50","9","2012","Jimmy Buffett","2008-07-05T14:00:00.000"
"6680","7190","74","9","2012","Steven Curtis Chapman","2008-07-05T19:30:00.000"
"6681","8565","61","9","2012","Bryan Adams","2008-07-05T15:00:00.000"
"6682","3049","237","7","2012","Spring Awakening","2008-07-05T19:30:00.000"
"6683","135","309","8","2013","La Cenerentola (Cinderella)","2008-07-06T14:00:00.000"
"6684","1074","238","6","2013","Jersey Boys","2008-07-06T14:30:00.000"
"6685","1837","208","7","2013","August: Osage County","2008-07-06T19:30:00.000"
"6686","328","305","8","2013","Eugene Onegin","2008-07-06T19:30:00.000"
"6687","3036","228","7","2013","Macbeth","2008-07-06T19:30:00.000"
"6688","8660","92","9","2013","K.D. Lang","2008-07-06T19:00:00.000"
"6689","3129","248","7","2013","A Streetcar Named Desire","2008-07-06T14:30:00.000"
"6690","4301","55","9","2013","Janet Jackson","2008-07-06T20:00:00.000"
"6691","6136","61","9","2013","Stone Temple Pilots","2008-07-06T15:00:00.000"
"6692","6776","11","9","2013","George Michael","2008-07-06T14:00:00.000"
"6693","8594","124","9","2013","Bonnie Raitt","2008-07-06T14:00:00.000"
"6694","29","301","8","2014","Adriana Lecouvreur","2008-07-07T14:30:00.000"
"6695","2324","216","7","2014","A Man For All Seasons","2008-07-07T15:00:00.000"
"6696","5381","114","9","2014","Soulfest","2008-07-07T15:00:00.000"
"6697","7947","42","9","2014","Beach Boys","2008-07-07T19:30:00.000"
"6698","8422","74","9","2014","Ween","2008-07-07T14:00:00.000"
"6699","2928","201","7","2014","The Seafarer","2008-07-07T19:00:00.000"
"6700","5135","100","9","2014","Coheed and Cambria","2008-07-07T19:30:00.000"
"6701","7762","46","9","2014","Garth Brooks","2008-07-07T14:00:00.000"
"6702","1722","252","6","2015","O - Cirque du Soleil","2008-07-08T14:00:00.000"
"6703","5436","117","9","2015","Trace Adkins","2008-07-08T15:00:00.000"
"6704","6180","127","9","2015","Missy Higgins","2008-07-08T19:30:00.000"
"6705","402","305","8","2015","La Boheme","2008-07-08T15:00:00.000"
"6706","8091","54","9","2015","Kenny Loggins","2008-07-08T19:30:00.000"
"6707","2700","204","7","2015","Spring Awakening","2008-07-08T20:00:00.000"
"6708","3055","223","7","2015","The Seagull","2008-07-08T19:30:00.000"
"6709","4753","72","9","2015","John Hiatt","2008-07-08T15:00:00.000"
"6710","5819","112","9","2015","B.B. King","2008-07-08T19:30:00.000"
"6711","7572","103","9","2015","The Rowdy Frynds Tour","2008-07-08T19:30:00.000"
"6712","8540","27","9","2015","Ana Gabriel","2008-07-08T19:00:00.000"
"6713","2049","202","7","2016","The Farnsworth Invention","2008-07-09T15:00:00.000"
"6714","2499","214","7","2016","Spring Awakening","2008-07-09T19:00:00.000"
"6715","5523","43","9","2016","Jessica Simpson","2008-07-09T19:30:00.000"
"6716","8044","22","9","2016","Great Big Sea","2008-07-09T15:00:00.000"
"6717","1790","257","6","2016","Mamma Mia!","2008-07-09T19:30:00.000"
"6718","3992","29","9","2016","Brad Paisley","2008-07-09T14:00:00.000"
"6719","6015","20","9","2016","Jason Aldean","2008-07-09T14:00:00.000"
"6720","8570","60","9","2016","Sara Bareilles","2008-07-09T19:30:00.000"
"6721","948","203","6","2016","Legally Blonde","2008-07-09T20:00:00.000"
"6722","1442","245","6","2016","Pal Joey","2008-07-09T15:00:00.000"
"6723","2504","218","7","2016","The Country Girl","2008-07-09T20:00:00.000"
"6724","3414","223","7","2016","The Glass Menagerie","2008-07-09T20:00:00.000"
"6725","991","219","6","2017","The Phantom of the Opera","2008-07-10T14:00:00.000"
"6726","3109","249","7","2017","Rhinoceros","2008-07-10T14:30:00.000"
"6727","5950","114","9","2017","LeAnn Rimes","2008-07-10T19:30:00.000"
"6728","6404","122","9","2017","Kenny Wayne Shepherd","2008-07-10T14:00:00.000"
"6729","6743","16","9","2017","Randy Travis","2008-07-10T15:00:00.000"
"6730","7040","5","9","2017","Hot Tuna","2008-07-10T14:00:00.000"
"6731","7646","97","9","2017","Bloc Party","2008-07-10T15:00:00.000"
"6732","3740","230","7","2017","Rhinoceros","2008-07-10T15:00:00.000"
"6733","4176","120","9","2017","American Idols Live","2008-07-10T20:00:00.000"
"6734","6410","57","9","2017","Dj Tiesto","2008-07-10T14:00:00.000"
"6735","277","309","8","2017","Siegfried","2008-07-10T20:00:00.000"
"6736","1759","254","6","2017","Le Reve","2008-07-10T19:00:00.000"
"6737","3737","242","7","2017","The Farnsworth Invention","2008-07-10T19:30:00.000"
"6738","5820","21","9","2017","Aimee Mann","2008-07-10T14:00:00.000"
"6739","6243","111","9","2017","Erykah Badu","2008-07-10T19:30:00.000"
"6740","6814","67","9","2017","Janet Jackson","2008-07-10T15:00:00.000"
"6741","7707","36","9","2017","Cute Is What We Aim For","2008-07-10T15:00:00.000"
"6742","229","304","8","2018","La Damnation de Faust","2008-07-11T19:00:00.000"
"6743","3595","222","7","2018","Young Frankenstein","2008-07-11T14:30:00.000"
"6744","7414","129","9","2018","Nas","2008-07-11T19:00:00.000"
"6745","239","300","8","2018","La Sonnambula","2008-07-11T14:30:00.000"
"6746","4302","3","9","2018","Los Lonely Boys","2008-07-11T20:00:00.000"
"6747","6240","83","9","2018","N.E.R.D.","2008-07-11T19:00:00.000"
"6748","8453","38","9","2018","The Raconteurs","2008-07-11T14:00:00.000"
"6749","386","303","8","2018","La Sonnambula","2008-07-11T20:00:00.000"
"6750","448","302","8","2018","La Damnation de Faust","2008-07-11T19:30:00.000"
"6751","3528","245","7","2018","The Farnsworth Invention","2008-07-11T19:00:00.000"
"6752","6750","83","9","2018","Duffy","2008-07-11T15:00:00.000"
"6753","6964","10","9","2018","English Beat","2008-07-11T15:00:00.000"
"6754","8590","130","9","2018","Black Eyed Peas","2008-07-11T14:00:00.000"
"6755","6326","112","9","2019","Allman Brothers Band","2008-07-12T19:00:00.000"
"6756","140","309","8","2019","Lucia di Lammermoor","2008-07-12T19:00:00.000"
"6757","1385","222","6","2019","The Lion King","2008-07-12T15:00:00.000"
"6758","2278","233","7","2019","The Seafarer","2008-07-12T15:00:00.000"
"6759","2569","239","7","2019","Thurgood","2008-07-12T19:30:00.000"
"6760","4784","78","9","2020","English Beat","2008-07-13T14:00:00.000"
"6761","6571","127","9","2020","Gwen Stefani","2008-07-13T19:30:00.000"
"6762","2616","204","7","2020","Cirque du Soleil","2008-07-13T20:00:00.000"
"6763","2956","229","7","2020","A Man For All Seasons","2008-07-13T15:00:00.000"
"6764","4331","89","9","2020","Trisha Yearwood","2008-07-13T20:00:00.000"
"6765","5004","20","9","2020","Charlie Daniels Band","2008-07-13T14:00:00.000"
"6766","5216","73","9","2020","Paul Weller","2008-07-13T19:00:00.000"
"6767","5337","2","9","2020","Matisyahu","2008-07-13T19:00:00.000"
"6768","6541","123","9","2020","Aretha Franklin","2008-07-13T19:00:00.000"
"6769","179","300","8","2020","Siegfried","2008-07-13T19:30:00.000"
"6770","1846","222","7","2020","Hedda Gabler","2008-07-13T15:00:00.000"
"6771","4560","49","9","2020","Peter Frampton","2008-07-13T19:00:00.000"
"6772","5804","41","9","2020","Insane Clown Posse","2008-07-13T15:00:00.000"
"6773","6354","88","9","2020","Journey","2008-07-13T19:30:00.000"
"6774","3362","229","7","2021","Hedda Gabler","2008-07-14T19:00:00.000"
"6775","4147","115","9","2021","Gwen Stefani","2008-07-14T19:00:00.000"
"6776","5091","77","9","2021","Engelbert Humperdinck","2008-07-14T14:00:00.000"
"6777","8137","11","9","2021","Neville Brothers","2008-07-14T14:00:00.000"
"6778","1202","227","6","2021","Chicago","2008-07-14T14:00:00.000"
"6779","2770","231","7","2021","A Streetcar Named Desire","2008-07-14T14:00:00.000"
"6780","4614","17","9","2021","Loretta Lynn","2008-07-14T19:00:00.000"
"6781","5933","70","9","2021","Steely Dan","2008-07-14T19:30:00.000"
"6782","1593","251","6","2022","Legally Blonde","2008-07-15T14:30:00.000"
"6783","3067","248","7","2022","Glengarry Glen Ross","2008-07-15T19:00:00.000"
"6784","6723","75","9","2022","Umphreys McGee","2008-07-15T19:00:00.000"
"6785","278","308","8","2022","La Boheme","2008-07-15T19:30:00.000"
"6786","2507","219","7","2022","The 39 Steps","2008-07-15T20:00:00.000"
"6787","618","217","6","2022","Kiss Me Kate","2008-07-15T19:00:00.000"
"6788","3079","213","7","2022","A Streetcar Named Desire","2008-07-15T15:00:00.000"
"6789","5958","81","9","2022","Wynonna","2008-07-15T15:00:00.000"
"6790","6615","66","9","2023","John Mayer","2008-07-16T14:00:00.000"
"6791","7732","93","9","2023","The Roots","2008-07-16T19:00:00.000"
"6792","8313","3","9","2023","Patty Griffin","2008-07-16T14:00:00.000"
"6793","4384","65","9","2023","El Tri","2008-07-16T14:00:00.000"
"6794","5211","31","9","2023","Nine Inch Nails","2008-07-16T14:00:00.000"
"6795","5919","69","9","2023","Motorhead","2008-07-16T14:00:00.000"
"6796","6645","53","9","2023","Rod Stewart","2008-07-16T19:30:00.000"
"6797","7080","33","9","2023","Calibash","2008-07-16T19:00:00.000"
"6798","3328","232","7","2023","A Midsummer Night's Dream","2008-07-16T14:00:00.000"
"6799","3530","243","7","2023","Electra","2008-07-16T20:00:00.000"
