"index","salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
"9179","51322","57878","33011","17013","111","1878","2","174","26.1","2008-02-21T10:38:44.000"
"9180","103573","118450","24825","2630","5900","1878","2","370","55.5","2008-02-21T07:58:42.000"
"9181","52011","58698","35599","3986","3834","1878","1","335","50.25","2008-02-21T11:35:06.000"
"9182","105788","121080","20829","11638","2519","1878","2","180","27","2008-02-21T10:17:12.000"
"9183","54819","61767","49635","38189","722","1878","1","297","44.55","2008-02-21T05:26:49.000"
"9184","106796","122221","20703","30554","2909","1878","4","652","97.8","2008-02-21T05:28:05.000"
"9185","62417","70789","49056","2857","2051","1878","1","329","49.35","2008-02-21T04:27:40.000"
"9186","107012","122453","44154","2246","2109","1878","2","516","77.4","2008-02-21T11:47:37.000"
"9187","63289","71726","950","36102","4973","1878","4","552","82.8","2008-02-21T04:59:41.000"
"9188","110213","126229","7552","18435","2730","1878","3","816","122.4","2008-02-21T08:06:28.000"
"9189","63741","72223","25979","13354","8455","1878","1","60","9","2008-02-21T05:16:29.000"
"9190","111247","127421","13082","28095","5449","1878","2","128","19.2","2008-02-21T04:28:51.000"
"9191","68719","78149","47718","12475","4548","1878","4","1340","201","2008-02-21T08:23:02.000"
"9192","111712","127944","10213","7234","1644","1878","1","194","29.1","2008-02-21T11:01:33.000"
"9193","77613","88631","1359","29781","7246","1878","3","747","112.05","2008-02-21T04:06:38.000"
"9194","112908","129342","1592","482","4587","1878","2","362","54.3","2008-02-21T09:24:36.000"
"9195","81505","92945","30453","861","7321","1878","2","816","122.4","2008-02-21T07:23:10.000"
"9196","113618","130123","44602","5462","8039","1878","1","458","68.7","2008-02-21T01:50:40.000"
"9197","82574","94175","2965","8629","5678","1878","2","282","42.3","2008-02-21T04:23:06.000"
"9198","116276","133167","38164","8039","8109","1878","2","160","24","2008-02-21T03:07:03.000"
"9199","85524","97637","33936","33916","2618","1878","2","758","113.7","2008-02-21T02:39:50.000"
"9200","116803","133747","7850","23631","6266","1878","1","399","59.85","2008-02-21T12:21:24.000"
"9201","85905","98072","18283","14011","346","1878","1","86","12.9","2008-02-21T10:44:20.000"
"9202","118874","136143","48063","2072","8101","1878","2","92","13.8","2008-02-21T05:12:32.000"
"9203","86154","98350","25526","12144","8477","1878","1","101","15.15","2008-02-21T03:53:36.000"
"9204","120211","137663","12","5767","1378","1878","1","494","74.1","2008-02-21T02:48:29.000"
"9205","90372","103170","14762","12642","4987","1878","2","614","92.1","2008-02-21T11:21:14.000"
"9206","120479","137954","27555","28170","5932","1878","4","1528","229.2","2008-02-21T11:06:40.000"
"9207","91229","104118","22035","10157","1174","1878","4","1516","227.4","2008-02-21T04:12:44.000"
"9208","120733","138215","10640","12297","2927","1878","2","896","134.4","2008-02-21T06:39:24.000"
"9209","96811","110502","16628","32676","7593","1878","1","172","25.8","2008-02-21T06:43:18.000"
"9210","122381","140106","27812","3441","1734","1878","2","924","138.6","2008-02-21T05:20:43.000"
"9211","100706","115172","10994","9474","6880","1878","4","1424","213.6","2008-02-21T07:25:38.000"
"9212","123614","141524","22494","7024","8291","1878","3","798","119.7","2008-02-21T12:08:07.000"
"9213","101435","115983","9004","8353","1475","1878","2","966","144.9","2008-02-21T01:24:43.000"
"9214","127656","146277","24390","2975","5010","1878","3","168","25.2","2008-02-21T10:58:01.000"
"9215","102136","116812","29124","24460","8039","1878","2","956","143.4","2008-02-21T06:43:08.000"
"9216","128134","146860","10669","20001","2380","1878","1","435","65.25","2008-02-21T09:27:49.000"
"9217","102517","117301","19253","167","4761","1878","1","275","41.25","2008-02-21T04:49:33.000"
"9218","128309","147063","24549","530","1133","1878","3","219","32.85","2008-02-21T01:15:49.000"
"9219","104431","119475","11318","11416","3120","1878","2","818","122.7","2008-02-21T07:56:39.000"
"9220","128363","147134","40440","14702","2564","1878","2","380","57","2008-02-21T02:19:30.000"
"9221","107224","122710","21505","3353","5310","1878","1","483","72.45","2008-02-21T07:04:21.000"
"9222","129598","148618","5555","30404","4022","1878","1","216","32.4","2008-02-21T04:20:11.000"
"9223","108012","123595","46067","7015","7337","1878","1","486","72.9","2008-02-21T12:45:50.000"
"9224","131195","150477","18497","35619","8643","1878","4","452","67.8","2008-02-21T12:20:13.000"
"9225","110119","126119","3782","2869","3185","1878","1","422","63.3","2008-02-21T04:17:43.000"
"9226","132375","152865","41780","9954","3880","1878","1","308","46.2","2008-02-21T10:32:50.000"
"9227","115381","132110","9345","21557","8664","1878","2","436","65.4","2008-02-21T06:07:43.000"
"9228","133323","154011","1043","1573","2202","1878","1","459","68.85","2008-02-21T04:29:56.000"
"9229","116005","132839","26003","4394","1808","1878","2","544","81.6","2008-02-21T01:42:25.000"
"9230","137483","158796","48535","35100","868","1878","2","912","136.8","2008-02-21T09:39:49.000"
"9231","124262","142289","23245","5828","3368","1878","3","861","129.15","2008-02-21T05:21:36.000"
"9232","141763","163985","34758","31923","4198","1878","1","323","48.45","2008-02-21T08:26:01.000"
"9233","129089","147983","748","10699","5449","1878","1","72","10.8","2008-02-21T05:35:38.000"
"9234","143157","165706","19346","23044","6052","1878","1","195","29.25","2008-02-21T11:30:23.000"
"9235","130880","150076","39547","9522","8192","1878","2","162","24.3","2008-02-21T06:08:02.000"
"9236","143934","166647","2264","19084","993","1878","2","450","67.5","2008-02-21T01:42:25.000"
"9237","131639","152036","6080","16084","4766","1878","2","94","14.1","2008-02-21T08:39:16.000"
"9238","144456","167221","31703","16150","1863","1878","1","96","14.4","2008-02-21T11:24:54.000"
"9239","137020","158264","37180","2784","3033","1878","2","492","73.8","2008-02-21T12:48:07.000"
"9240","150605","174320","11747","40262","7002","1878","3","495","74.25","2008-02-21T09:06:30.000"
"9241","138246","159700","12536","5740","7084","1878","2","720","108","2008-02-21T12:11:34.000"
"9242","151879","175788","16732","21639","1953","1878","2","148","22.2","2008-02-21T10:26:23.000"
"9243","138289","159740","33912","5030","1863","1878","4","1156","173.4","2008-02-21T01:10:51.000"
"9244","153610","177824","4198","32465","5520","1878","2","344","51.6","2008-02-21T08:06:40.000"
"9245","142393","164765","24127","24370","8282","1878","1","182","27.3","2008-02-21T08:34:02.000"
"9246","154514","178925","1398","25558","1797","1878","2","214","32.1","2008-02-21T12:21:01.000"
"9247","148586","172102","14711","4547","2113","1878","4","1728","259.2","2008-02-21T05:00:16.000"
"9248","155610","180120","18361","12125","8455","1878","2","76","11.4","2008-02-21T09:01:43.000"
"9249","156554","181238","26700","37666","5034","1878","2","726","108.9","2008-02-21T02:26:10.000"
"9250","156002","180618","27426","18433","3822","1878","2","698","104.7","2008-02-21T04:34:24.000"
"9251","157210","205912","38229","7780","7851","1878","1","1135","170.25","2008-02-21T02:51:41.000"
"9252","158633","208810","24866","11196","1920","1878","3","7047","1057.05","2008-02-21T06:00:15.000"
"9253","158108","207770","40345","1788","6093","1878","2","954","143.1","2008-02-21T07:48:40.000"
"9254","160008","211833","36398","18673","2254","1878","2","3334","500.1","2008-02-21T09:17:50.000"
"9255","159290","210598","5536","13996","3541","1878","4","7492","1123.8","2008-02-21T06:39:35.000"
"9256","162092","215820","34903","8304","3824","1878","2","790","118.5","2008-02-21T01:05:42.000"
"9257","160178","212166","44920","25405","4989","1878","2","3982","597.3","2008-02-21T12:32:50.000"
"9258","163018","217533","27289","4748","1742","1878","4","9444","1416.6","2008-02-21T07:19:10.000"
"9259","161406","214495","5058","5600","2927","1878","1","603","90.45","2008-02-21T11:44:41.000"
"9260","164221","219710","39357","18711","6965","1878","1","677","101.55","2008-02-21T05:18:50.000"
"9261","162088","215814","32743","15247","3460","1878","1","1616","242.4","2008-02-21T01:00:24.000"
"9262","164514","220241","24447","36190","8583","1878","1","2154","323.1","2008-02-21T11:06:00.000"
"9263","162160","215932","44638","12098","3160","1878","1","1497","224.55","2008-02-21T02:31:09.000"
"9264","166323","223728","30447","3611","343","1878","2","710","106.5","2008-02-21T09:34:50.000"
"9265","163798","218977","28074","30382","7593","1878","2","1700","255","2008-02-21T09:20:47.000"
"9266","166961","224987","45913","21046","7002","1878","2","3580","537","2008-02-21T09:30:15.000"
"9267","163863","219072","31831","12612","3765","1878","2","1126","168.9","2008-02-21T10:35:29.000"
"9268","171538","233832","5219","2703","6084","1878","1","849","127.35","2008-02-21T01:52:58.000"
"9269","169931","230703","36819","14012","7071","1878","2","4170","625.5","2008-02-21T09:05:41.000"
"9270","3963","4270","41087","15614","3204","1878","1","74","11.1","2008-02-21T01:45:37.000"
"9271","171927","234510","3890","25035","4198","1878","2","4458","668.7","2008-02-21T02:07:36.000"
"9272","6757","7351","20519","322","3247","1878","1","231","34.65","2008-02-21T05:10:02.000"
"9273","172145","234859","449","15633","3371","1878","3","2646","396.9","2008-02-21T02:15:30.000"
"9274","7501","8133","29767","25478","2710","1878","2","130","19.5","2008-02-21T04:38:48.000"
"9275","10970","11893","9639","21164","5564","1878","1","45","6.75","2008-02-21T02:08:16.000"
"9276","12375","13357","25305","9751","851","1878","2","288","43.2","2008-02-21T11:29:33.000"
"9277","14856","16072","42265","40437","3512","1878","4","792","118.8","2008-02-21T06:49:05.000"
"9278","23952","26204","24175","16840","3534","1878","1","211","31.65","2008-02-21T02:43:05.000"
"9279","25060","27444","3038","3485","8349","1878","4","752","112.8","2008-02-21T11:41:42.000"
"9280","26996","29430","13072","10005","2520","1878","1","178","26.7","2008-02-21T02:04:36.000"
"9281","27538","30031","21957","9683","4194","1878","2","258","38.7","2008-02-21T12:20:13.000"
"9282","27661","30169","15180","21189","6093","1878","4","160","24","2008-02-21T02:23:35.000"
"9283","29156","31923","42638","12088","2883","1878","2","666","99.9","2008-02-21T07:03:34.000"
"9284","30800","33902","11580","26605","1611","1878","2","558","83.7","2008-02-21T02:16:24.000"
"9285","31395","34625","32842","15304","910","1878","2","444","66.6","2008-02-21T01:37:27.000"
"9286","32945","36388","22595","41338","7588","1878","1","33","4.95","2008-02-21T06:42:07.000"
"9287","32960","36406","10761","11656","897","1878","3","183","27.45","2008-02-21T06:59:18.000"
"9288","33688","37253","15923","22488","8329","1878","2","620","93","2008-02-21T08:46:44.000"
"9289","42438","47598","14835","35725","838","1878","3","228","34.2","2008-02-21T08:53:08.000"
"9290","45561","51269","44569","14303","7514","1878","1","60","9","2008-02-21T07:42:57.000"
"9291","46443","52261","47641","14792","3064","1878","1","161","24.15","2008-02-21T01:28:41.000"
"9292","47892","54080","16788","13831","200","1878","3","717","107.55","2008-02-21T05:11:59.000"
"9293","48231","54516","12976","4329","1714","1878","4","264","39.6","2008-02-21T11:36:40.000"
"9294","48641","54957","10434","16888","7984","1878","2","272","40.8","2008-02-21T08:00:07.000"
"9295","50763","57278","10215","10063","2276","1878","1","344","51.6","2008-02-21T11:57:05.000"
"9296","51887","58563","40909","11241","7042","1878","2","222","33.3","2008-02-21T09:14:53.000"
"9297","53125","59936","44754","24836","8518","1878","1","339","50.85","2008-02-21T09:00:18.000"
"9298","53685","60568","746","4434","2241","1878","1","366","54.9","2008-02-21T07:35:46.000"
"9299","53752","60649","31089","18656","1708","1878","2","750","112.5","2008-02-21T08:51:36.000"
"9300","55550","62672","42554","14461","6863","1878","2","914","137.1","2008-02-21T09:08:21.000"
"9301","55762","62906","28643","24392","6185","1878","4","1684","252.6","2008-02-21T01:15:59.000"
"9302","55858","63014","14755","37781","6686","1878","2","954","143.1","2008-02-21T03:15:54.000"
"9303","59292","67117","12704","4843","710","1878","2","526","78.9","2008-02-21T02:27:32.000"
"9304","60245","68207","19945","9680","8477","1878","2","298","44.7","2008-02-21T03:03:53.000"
"9305","62214","70520","9697","21462","8494","1878","2","762","114.3","2008-02-21T04:20:22.000"
"9306","64897","73556","47863","2737","5346","1878","1","38","5.7","2008-02-21T06:00:26.000"
"9307","66218","75149","30153","10508","4351","1878","2","184","27.6","2008-02-21T06:51:30.000"
"9308","69268","78797","16927","15333","4187","1878","2","494","74.1","2008-02-21T08:43:34.000"
"9309","70596","80272","7205","27662","7319","1878","1","62","9.3","2008-02-21T09:33:00.000"
"9310","70633","80330","14272","1752","8455","1878","1","75","11.25","2008-02-21T09:34:01.000"
"9311","71248","81052","40885","10371","7593","1878","2","928","139.2","2008-02-21T09:56:17.000"
"9312","72409","82558","19677","16845","4691","1878","1","123","18.45","2008-02-21T10:39:34.000"
"9313","73815","84250","192","16721","3688","1878","4","1844","276.6","2008-02-21T11:32:00.000"
"9314","74003","84463","30935","33110","7330","1878","1","205","30.75","2008-02-21T11:39:11.000"
"9315","75317","86008","10605","6739","6548","1878","4","648","97.2","2008-02-21T12:29:28.000"
"9316","76794","87749","16505","7819","4278","1878","1","315","47.25","2008-02-21T12:42:17.000"
"9317","83879","95658","17863","4781","1340","1878","2","506","75.9","2008-02-21T05:50:07.000"
"9318","84727","96690","15360","6443","8640","1878","4","112","16.8","2008-02-21T11:02:46.000"
"9319","85036","97077","49235","25249","7420","1878","4","764","114.6","2008-02-21T05:29:07.000"
"9320","87048","99373","31607","29196","4088","1878","1","277","41.55","2008-02-21T08:33:55.000"
"9321","87955","100450","16530","2665","6677","1878","2","360","54","2008-02-21T01:36:31.000"
"9322","88807","101440","14125","3912","1733","1878","2","754","113.1","2008-02-21T05:14:09.000"
"9323","89642","102368","1076","12116","7382","1878","6","2034","305.1","2008-02-21T09:15:06.000"
"9324","90472","103287","29412","11012","1438","1878","1","481","72.15","2008-02-21T01:33:37.000"
"9325","92424","105499","19152","35299","2023","1878","3","381","57.15","2008-02-21T02:33:39.000"
"9326","92652","105765","7737","13813","5766","1878","1","95","14.25","2008-02-21T06:28:21.000"
"9327","93651","106951","2908","13885","530","1878","1","236","35.4","2008-02-21T02:16:30.000"
"9328","95866","109446","22569","8057","5789","1878","1","274","41.1","2008-02-21T10:03:01.000"
"9329","105005","120157","8110","21839","3321","1878","1","450","67.5","2008-02-21T12:31:10.000"
"9330","108981","124770","33398","35910","6900","1878","2","556","83.4","2008-02-21T12:18:50.000"
"9331","110578","126643","27521","10398","3033","1878","4","1088","163.2","2008-02-21T01:10:17.000"
"9332","110741","126864","29830","21707","7346","1878","1","162","24.3","2008-02-21T08:49:27.000"
"9333","113787","130325","3778","15536","2996","1878","2","364","54.6","2008-02-21T09:01:06.000"
"9334","114493","131127","42020","788","3083","1878","1","362","54.3","2008-02-21T10:38:43.000"
"9335","116866","133812","32955","8310","7872","1878","1","471","70.65","2008-02-21T03:26:37.000"
"9336","117073","134054","29302","42947","7462","1878","2","496","74.4","2008-02-21T11:30:15.000"
"9337","118113","135282","2983","17419","5647","1878","1","375","56.25","2008-02-21T03:22:13.000"
"9338","118664","135918","13501","23288","7623","1878","1","32","4.8","2008-02-21T10:06:45.000"
"9339","118950","136226","1931","12328","7246","1878","1","449","67.35","2008-02-21T07:29:20.000"
"9340","124029","142020","29294","5100","3480","1878","2","118","17.7","2008-02-21T11:07:41.000"
"9341","126262","144605","16025","24569","7704","1878","2","44","6.6","2008-02-21T04:25:48.000"
"9342","126862","145314","45100","14153","7230","1878","1","137","20.55","2008-02-21T05:26:38.000"
"9343","129438","148442","21697","16444","130","1878","2","106","15.9","2008-02-21T01:09:53.000"
"9344","129439","148442","21697","15974","130","1878","1","53","7.95","2008-02-21T01:10:38.000"
"9345","130156","149222","16738","23973","3161","1878","2","878","131.7","2008-02-21T04:09:29.000"
"9346","134265","155162","38996","18926","6028","1878","1","186","27.9","2008-02-21T09:44:38.000"
"9347","134944","155951","41004","11785","2281","1878","1","334","50.1","2008-02-21T10:37:03.000"
"9348","137333","158631","25586","19824","5647","1878","2","202","30.3","2008-02-21T06:38:29.000"
"9349","137454","158766","11003","15710","2776","1878","2","546","81.9","2008-02-21T09:01:35.000"
"9350","137611","158957","6369","22917","4033","1878","2","878","131.7","2008-02-21T12:18:06.000"
"9351","137720","159074","32889","1234","4206","1878","2","680","102","2008-02-21T02:16:16.000"
"9352","140689","162679","4218","3981","2884","1878","2","554","83.1","2008-02-21T12:02:50.000"
"9353","143947","166657","18814","15521","4973","1878","1","168","25.2","2008-02-21T01:58:15.000"
"9354","144123","166836","22871","18886","6823","1878","2","870","130.5","2008-02-21T05:03:29.000"
"9355","144183","166890","31169","5231","7196","1878","3","831","124.65","2008-02-21T06:12:32.000"
"9356","151523","175421","185","22509","6960","1878","2","78","11.7","2008-02-21T03:41:44.000"
"9357","153334","177477","18184","2141","7598","1878","1","383","57.45","2008-02-21T03:12:08.000"
"9358","154882","179313","22522","9793","7673","1878","2","774","116.1","2008-02-21T07:22:59.000"
"9359","155482","179969","6521","9537","530","1878","2","52","7.8","2008-02-21T06:10:07.000"
"9360","155931","180532","3488","575","2751","1878","1","201","30.15","2008-02-21T03:11:15.000"
"9361","162133","215891","19468","13275","6965","1878","4","1448","217.2","2008-02-21T01:46:53.000"
"9362","164147","219582","34160","15574","6256","1878","1","1784","267.6","2008-02-21T03:49:20.000"
"9363","164306","219858","24980","21885","4472","1878","2","4770","715.5","2008-02-21T07:09:54.000"
"9364","166954","224975","25026","16727","4075","1878","1","2231","334.65","2008-02-21T09:21:48.000"
"9365","171214","233164","27519","8593","1708","1878","2","3750","562.5","2008-02-21T01:41:08.000"
"9366","1352","1420","9706","36390","2638","1879","4","908","136.2","2008-02-22T12:06:01.000"
"9367","58","64","18073","2575","5872","1879","1","88","13.2","2008-02-22T02:51:57.000"
"9368","1724","1833","604","13809","8109","1879","1","31","4.65","2008-02-22T02:17:36.000"
"9369","1569","1670","28211","22881","7843","1879","2","54","8.1","2008-02-22T04:46:55.000"
"9370","2855","3052","6529","9554","1475","1879","1","32","4.8","2008-02-22T02:16:49.000"
"9371","6416","6974","21724","17726","3340","1879","2","262","39.3","2008-02-22T05:32:35.000"
"9372","3354","3626","15079","8234","1942","1879","2","146","21.9","2008-02-22T12:48:58.000"
"9373","7336","7936","26775","22327","6387","1879","1","138","20.7","2008-02-22T11:38:36.000"
"9374","10868","11798","3307","14149","68","1879","2","292","43.8","2008-02-22T11:17:32.000"
"9375","8366","8993","48229","31755","5812","1879","1","56","8.4","2008-02-22T06:19:13.000"
"9376","13327","14405","26865","1098","2000","1879","2","208","31.2","2008-02-22T09:31:01.000"
"9377","8885","9588","34526","36935","1670","1879","2","316","47.4","2008-02-22T08:29:09.000"
"9378","13814","14949","11286","9563","4744","1879","2","354","53.1","2008-02-22T07:56:03.000"
"9379","10406","11338","17178","8944","7420","1879","2","76","11.4","2008-02-22T10:54:55.000"
"9380","19504","21125","39656","13395","2690","1879","2","380","57","2008-02-22T04:25:23.000"
"9381","10407","11338","17178","8539","7420","1879","1","38","5.7","2008-02-22T10:55:06.000"
"9382","24548","26886","3140","10817","7837","1879","4","428","64.2","2008-02-22T02:13:07.000"
"9383","16439","17787","35989","39967","4706","1879","2","222","33.3","2008-02-22T04:29:32.000"
"9384","25375","27781","44398","10307","5783","1879","2","492","73.8","2008-02-22T05:55:49.000"
"9385","17909","19403","29214","39123","504","1879","1","79","11.85","2008-02-22T09:55:19.000"
"9386","27076","29523","41342","29149","6044","1879","1","27","4.05","2008-02-22T03:28:27.000"
"9387","18357","19873","27654","33237","4584","1879","4","956","143.4","2008-02-22T06:09:09.000"
"9388","27945","30494","48437","2013","3368","1879","4","576","86.4","2008-02-22T08:03:12.000"
"9389","19727","21362","36312","22720","3330","1879","1","239","35.85","2008-02-22T08:20:12.000"
"9390","33077","36558","29455","27009","8578","1879","4","496","74.4","2008-02-22T09:15:30.000"
"9391","20316","22025","43414","24114","1863","1879","1","157","23.55","2008-02-22T07:30:52.000"
"9392","34047","37660","3588","14411","6895","1879","1","24","3.6","2008-02-22T02:51:44.000"
"9393","21237","23158","40816","6942","3578","1879","1","238","35.7","2008-02-22T12:46:22.000"
"9394","35501","39437","12689","25262","3508","1879","2","122","18.3","2008-02-22T06:35:00.000"
"9395","23803","26039","36848","24498","5703","1879","2","220","33","2008-02-22T11:56:08.000"
"9396","37398","41675","35044","21442","8196","1879","2","684","102.6","2008-02-22T08:21:53.000"
"9397","24100","26368","42156","8435","5957","1879","3","141","21.15","2008-02-22T05:34:41.000"
"9398","38731","43177","44351","41567","1863","1879","1","78","11.7","2008-02-22T10:44:41.000"
"9399","25122","27510","40982","6006","7583","1879","4","240","36","2008-02-22T01:10:49.000"
"9400","39436","44017","35300","38879","8009","1879","1","328","49.2","2008-02-22T01:10:07.000"
"9401","29856","32766","35097","3284","1443","1879","1","270","40.5","2008-02-22T09:03:08.000"
"9402","42320","47457","47483","24071","6749","1879","1","327","49.05","2008-02-22T06:13:30.000"
"9403","30729","33801","11377","891","691","1879","1","203","30.45","2008-02-22T01:05:25.000"
"9404","42468","47627","20992","24789","1306","1879","3","513","76.95","2008-02-22T09:27:06.000"
"9405","30730","33801","11377","850","691","1879","4","812","121.8","2008-02-22T01:09:38.000"
"9406","42470","47627","20992","24956","1306","1879","1","171","25.65","2008-02-22T09:28:22.000"
"9407","30880","34012","25420","3638","3246","1879","1","186","27.9","2008-02-22T03:32:03.000"
"9408","55112","62135","12400","25960","2202","1879","6","1404","210.6","2008-02-22T11:24:04.000"
"9409","31227","34399","747","18317","3772","1879","3","177","26.55","2008-02-22T10:10:34.000"
"9410","55483","62593","46088","19021","3315","1879","1","434","65.1","2008-02-22T07:30:14.000"
"9411","31909","35253","10124","11909","6733","1879","1","319","47.85","2008-02-22T11:27:42.000"
"9412","57124","64592","7574","2223","7330","1879","2","862","129.3","2008-02-22T01:06:35.000"
"9413","35673","39641","917","387","6677","1879","2","528","79.2","2008-02-22T10:10:47.000"
"9414","60781","68845","33501","33347","7","1879","4","868","130.2","2008-02-22T03:25:18.000"
"9415","35999","40060","39337","6842","8184","1879","2","322","48.3","2008-02-22T04:46:16.000"
"9416","66451","75392","20048","22277","3363","1879","2","854","128.1","2008-02-22T06:59:37.000"
"9417","36517","40644","26286","12232","4187","1879","2","580","87","2008-02-22T03:08:24.000"
"9418","66452","75392","20048","22125","3363","1879","1","427","64.05","2008-02-22T06:59:37.000"
"9419","36903","41092","20256","24887","2244","1879","1","181","27.15","2008-02-22T11:18:31.000"
"9420","66617","75592","36349","30428","2468","1879","2","672","100.8","2008-02-22T07:05:49.000"
"9421","36908","41098","29245","25259","1906","1879","2","624","93.6","2008-02-22T11:22:46.000"
"9422","71381","81238","38881","4996","5353","1879","2","606","90.9","2008-02-22T10:01:03.000"
"9423","38601","43029","7403","32553","2978","1879","2","234","35.1","2008-02-22T08:07:06.000"
"9424","72795","83039","43722","37072","8718","1879","1","401","60.15","2008-02-22T10:54:39.000"
"9425","41419","46398","6041","9990","979","1879","2","494","74.1","2008-02-22T01:48:44.000"
"9426","73042","83310","49738","19769","1352","1879","2","656","98.4","2008-02-22T11:03:25.000"
"9427","44992","50609","32593","11939","2406","1879","1","100","15","2008-02-22T08:47:22.000"
"9428","73424","83777","48005","24372","6825","1879","4","668","100.2","2008-02-22T11:17:53.000"
"9429","44994","50609","32593","12091","2406","1879","2","200","30","2008-02-22T08:48:23.000"
"9430","76379","87202","19482","4235","2835","1879","2","152","22.8","2008-02-22T05:00:26.000"
"9431","45686","51421","9765","42053","2751","1879","3","708","106.2","2008-02-22T10:05:35.000"
"9432","77990","89059","11443","31280","2209","1879","2","420","63","2008-02-22T11:27:10.000"
"9433","46147","51953","14986","6690","4755","1879","1","326","48.9","2008-02-22T06:55:30.000"
"9434","78487","89620","112","1908","3239","1879","2","858","128.7","2008-02-22T08:18:12.000"
"9435","52242","58957","48650","29155","7596","1879","1","243","36.45","2008-02-22T03:51:46.000"
"9436","79367","90642","6996","13433","4221","1879","3","111","16.65","2008-02-22T01:11:03.000"
"9437","58112","65795","2914","31089","4942","1879","2","602","90.3","2008-02-22T01:43:23.000"
"9438","80511","91930","12270","18914","1645","1879","2","784","117.6","2008-02-22T11:18:13.000"
"9439","62443","70823","18469","13849","6062","1879","1","137","20.55","2008-02-22T04:29:01.000"
"9440","80884","92282","17099","29041","159","1879","1","138","20.7","2008-02-22T06:56:45.000"
"9441","62510","70906","6987","13280","1963","1879","2","910","136.5","2008-02-22T04:31:44.000"
"9442","83262","94898","26562","5173","8306","1879","1","52","7.8","2008-02-22T05:00:54.000"
"9443","66898","75931","32223","23997","8643","1879","1","464","69.6","2008-02-22T07:15:33.000"
"9444","85802","97939","20266","32254","6975","1879","2","102","15.3","2008-02-22T08:14:09.000"
"9445","69359","78906","16051","2889","2898","1879","1","224","33.6","2008-02-22T08:46:55.000"
"9446","92099","105095","31025","8252","552","1879","2","642","96.3","2008-02-22T08:09:24.000"
"9447","70786","80487","27740","9875","4438","1879","1","247","37.05","2008-02-22T09:39:19.000"
"9448","93226","106429","44320","30213","8009","1879","2","364","54.6","2008-02-22T05:47:13.000"
"9449","71779","81750","17211","20268","8612","1879","3","1056","158.4","2008-02-22T10:15:46.000"
"9450","96355","110005","23729","5234","7980","1879","2","114","17.1","2008-02-22T09:04:42.000"
"9451","79398","90682","49385","5907","6370","1879","1","401","60.15","2008-02-22T01:43:26.000"
"9452","97321","111110","7556","16945","7176","1879","1","394","59.1","2008-02-22T05:34:31.000"
"9453","83670","95414","29996","29268","8501","1879","2","948","142.2","2008-02-22T01:23:49.000"
"9454","98600","112660","49041","28630","7182","1879","2","862","129.3","2008-02-22T07:36:13.000"
"9455","84728","96690","15360","7245","8640","1879","2","56","8.4","2008-02-22T11:04:10.000"
"9456","102377","117140","18483","16367","3232","1879","2","760","114","2008-02-22T01:04:32.000"
"9457","86945","99269","20771","1516","6815","1879","2","210","31.5","2008-02-22T06:44:41.000"
"9458","102420","117182","29273","29187","184","1879","4","1184","177.6","2008-02-22T02:26:19.000"
"9459","87111","99462","33818","22639","130","1879","1","103","15.45","2008-02-22T09:51:42.000"
"9460","103325","118164","36611","43672","3494","1879","2","820","123","2008-02-22T01:39:58.000"
"9461","87956","100450","16530","3760","6677","1879","1","180","27","2008-02-22T01:37:30.000"
"9462","108811","124573","17705","10103","3886","1879","2","514","77.1","2008-02-22T05:53:39.000"
"9463","91164","104049","8359","8408","8303","1879","2","506","75.9","2008-02-22T02:54:53.000"
"9464","109346","125224","38491","2982","441","1879","1","337","50.55","2008-02-22T04:26:31.000"
"9465","93746","107076","35747","13373","1197","1879","1","27","4.05","2008-02-22T04:06:27.000"
"9466","109941","125891","17599","29648","5304","1879","2","968","145.2","2008-02-22T06:52:35.000"
"9467","94325","107693","27606","18874","3733","1879","1","210","31.5","2008-02-22T02:55:34.000"
"9468","112070","128379","22203","41650","5593","1879","2","266","39.9","2008-02-22T11:55:59.000"
"9469","97814","111724","12679","1212","7669","1879","2","278","41.7","2008-02-22T03:26:52.000"
"9470","115903","132703","27774","5315","7007","1879","4","452","67.8","2008-02-22T08:48:01.000"
"9471","99434","113676","46133","6745","4761","1879","1","345","51.75","2008-02-22T01:54:03.000"
"9472","117025","133995","42829","18976","1588","1879","1","270","40.5","2008-02-22T09:53:14.000"
"9473","99715","113980","34621","36613","5913","1879","1","444","66.6","2008-02-22T08:01:37.000"
"9474","117232","134237","2279","34489","7182","1879","4","776","116.4","2008-02-22T05:26:09.000"
"9475","99966","114266","46516","39380","604","1879","1","119","17.85","2008-02-22T02:07:23.000"
"9476","119005","136297","26497","10045","1643","1879","4","1412","211.8","2008-02-22T09:22:57.000"
"9477","101872","116502","6241","12574","5766","1879","2","594","89.1","2008-02-22T12:24:30.000"
"9478","121090","138593","15792","14560","279","1879","1","168","25.2","2008-02-22T05:15:43.000"
"9479","105087","120240","44370","20739","4401","1879","1","214","32.1","2008-02-22T03:19:35.000"
"9480","122033","139711","37942","28077","5913","1879","2","694","104.1","2008-02-22T07:55:01.000"
"9481","105453","120675","1294","21628","2850","1879","1","446","66.9","2008-02-22T12:49:45.000"
"9482","122283","140001","3370","40037","433","1879","1","415","62.25","2008-02-22T02:39:44.000"
