"index","listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
"9968","149094","44623","6604","1853","16","474","7584","2008-01-27T12:02:31.000"
"9969","164921","5989","868","1853","8","88","704","2008-01-27T09:43:07.000"
"9970","153479","32828","2106","1853","1","397","397","2008-01-27T03:11:00.000"
"9971","166386","28163","4829","1853","22","236","5192","2008-01-27T02:33:01.000"
"9972","156525","27675","111","1853","4","312","1248","2008-01-27T04:09:55.000"
"9973","169309","35786","7256","1853","5","264","1320","2008-01-27T12:23:41.000"
"9974","156620","49797","49","1853","7","41","287","2008-01-27T11:06:07.000"
"9975","169761","45440","6845","1853","10","417","4170","2008-01-27T11:19:53.000"
"9976","158163","16723","3767","1853","22","460","10120","2008-01-27T05:21:12.000"
"9977","173567","17722","2341","1853","18","176","3168","2008-01-27T02:49:03.000"
"9978","164082","19708","907","1853","9","126","1134","2008-01-27T08:45:55.000"
"9979","175542","47123","3111","1853","24","361","8664","2008-01-27T09:53:48.000"
"9980","165236","1008","79","1853","20","74","1480","2008-01-27T07:22:11.000"
"9981","175788","16732","1953","1853","16","74","1184","2008-01-27T09:46:42.000"
"9982","168980","25835","3098","1853","7","255","1785","2008-01-27T01:33:15.000"
"9983","176243","29319","1087","1853","8","238","1904","2008-01-27T08:55:18.000"
"9984","170310","15774","79","1853","10","377","3770","2008-01-27T04:10:25.000"
"9985","178539","12215","3785","1853","24","75","1800","2008-01-27T04:49:14.000"
"9986","170642","13187","977","1853","8","362","2896","2008-01-27T05:56:05.000"
"9987","181366","24236","5011","1853","20","453","9060","2008-01-27T08:47:56.000"
"9988","172223","41653","6096","1853","10","188","1880","2008-01-27T03:30:52.000"
"9989","207258","19224","2482","1853","2","1654","3308","2008-01-27T04:27:33.000"
"9990","172952","3654","2846","1853","2","87","174","2008-01-27T10:22:44.000"
"9991","207992","26212","5743","1853","3","1054","3162","2008-01-27T02:51:32.000"
"9992","174649","33961","3255","1853","3","497","1491","2008-01-27T05:42:15.000"
"9993","208653","10283","2091","1853","2","519","1038","2008-01-27T10:01:28.000"
"9994","174767","30666","6189","1853","14","234","3276","2008-01-27T03:08:41.000"
"9995","208889","9283","4948","1853","5","1953","9765","2008-01-27T12:26:59.000"
"9996","175611","44563","8437","1853","20","332","6640","2008-01-27T07:25:48.000"
"9997","213643","10005","7925","1853","3","1774","5322","2008-01-27T09:50:59.000"
"9998","175639","48372","1486","1853","12","169","2028","2008-01-27T05:58:51.000"
"9999","219381","15330","2228","1853","2","1334","2668","2008-01-27T03:22:58.000"
"10000","176739","12361","2176","1853","14","29","406","2008-01-27T02:10:32.000"
"10001","221177","27495","3698","1853","8","2059","16472","2008-01-27T08:54:19.000"
"10002","176864","21777","923","1853","20","213","4260","2008-01-27T01:50:36.000"
"10003","222836","47465","5430","1853","7","1986","13902","2008-01-27T03:52:08.000"
"10004","177099","916","1346","1853","6","414","2484","2008-01-27T11:26:16.000"
"10005","224987","45913","7002","1853","3","1790","5370","2008-01-27T10:31:44.000"
"10006","177227","10856","3195","1853","1","163","163","2008-01-27T08:46:01.000"
"10007","225100","42204","6405","1853","3","503","1509","2008-01-27T07:50:20.000"
"10008","178841","23645","2465","1853","20","25","500","2008-01-27T02:16:12.000"
"10009","227915","18908","6423","1853","1","652","652","2008-01-27T07:17:03.000"
"10010","205799","13826","4486","1853","7","1929","13503","2008-01-27T08:34:38.000"
"10011","228999","7121","5810","1853","5","1248","6240","2008-01-27T02:24:19.000"
"10012","206202","4648","7024","1853","3","660","1980","2008-01-27T05:30:32.000"
"10013","230536","14849","6742","1853","4","1918","7672","2008-01-27T10:07:43.000"
"10014","207395","957","3195","1853","7","778","5446","2008-01-27T11:58:23.000"
"10015","231762","33583","6162","1853","5","835","4175","2008-01-27T10:24:26.000"
"10016","208100","49421","7147","1853","5","2024","10120","2008-01-27T12:01:40.000"
"10017","232236","30768","8753","1853","2","1524","3048","2008-01-27T12:03:32.000"
"10018","209500","38235","2228","1853","4","818","3272","2008-01-27T04:57:45.000"
"10019","1358","46664","4029","1853","20","62","1240","2008-01-27T02:57:40.000"
"10020","212139","19469","1104","1853","7","397","2779","2008-01-27T02:08:24.000"
"10021","1660","27821","683","1853","2","235","470","2008-01-27T06:55:51.000"
"10022","212268","7963","4198","1853","7","2208","15456","2008-01-27T12:10:04.000"
"10023","2915","28617","5430","1853","5","174","870","2008-01-27T12:34:21.000"
"10024","214663","23739","1504","1853","6","999","5994","2008-01-27T08:34:00.000"
"10025","4708","45542","3363","1853","9","221","1989","2008-01-27T01:19:15.000"
"10026","215825","9892","747","1853","1","1933","1933","2008-01-27T07:50:38.000"
"10027","5192","49357","7644","1853","16","97","1552","2008-01-27T07:42:34.000"
"10028","218843","33056","3666","1853","4","2131","8524","2008-01-27T06:38:50.000"
"10029","6011","41519","979","1853","1","200","200","2008-01-27T01:20:15.000"
"10030","222124","5035","1281","1853","4","2214","8856","2008-01-27T02:23:35.000"
"10031","6299","38109","2754","1853","1","98","98","2008-01-27T11:08:57.000"
"10032","231025","26605","3838","1853","6","2429","14574","2008-01-27T12:53:45.000"
"10033","7936","26775","6387","1853","8","138","1104","2008-01-27T12:04:43.000"
"10034","234737","7924","3618","1853","1","2395","2395","2008-01-27T04:30:54.000"
"10035","11597","1287","2932","1853","2","41","82","2008-01-27T03:12:06.000"
"10036","11893","9639","5564","1853","26","45","1170","2008-01-27T05:02:57.000"
"10037","13037","37696","1197","1853","30","126","3780","2008-01-27T05:22:04.000"
"10038","17071","29239","4100","1853","18","46","828","2008-01-27T12:18:45.000"
"10039","18093","9304","7269","1853","20","143","2860","2008-01-27T07:42:36.000"
"10040","18703","8827","2012","1853","24","194","4656","2008-01-27T01:36:36.000"
"10041","20403","20572","5430","1853","5","33","165","2008-01-27T10:54:15.000"
"10042","21913","24215","6696","1853","4","29","116","2008-01-27T11:09:51.000"
"10043","22585","8268","2192","1853","12","144","1728","2008-01-27T10:31:30.000"
"10044","22735","11421","2241","1853","5","170","850","2008-01-27T05:13:39.000"
"10045","25229","45877","7786","1853","3","137","411","2008-01-27T05:34:27.000"
"10046","25466","40395","773","1853","3","245","735","2008-01-27T08:26:03.000"
"10047","30169","15180","6093","1853","16","40","640","2008-01-27T07:55:29.000"
"10048","31190","30476","603","1853","1","268","268","2008-01-27T06:55:24.000"
"10049","31934","28121","8496","1853","24","91","2184","2008-01-27T11:14:40.000"
"10050","33394","34600","8718","1853","9","145","1305","2008-01-27T06:08:37.000"
"10051","35657","25437","636","1853","24","230","5520","2008-01-27T08:35:02.000"
"10052","35890","20175","7843","1853","7","126","882","2008-01-27T12:23:07.000"
"10053","37698","29284","2911","1853","20","273","5460","2008-01-27T12:48:35.000"
"10054","39788","16738","5997","1853","2","30","60","2008-01-27T07:00:07.000"
"10055","44352","1685","6582","1853","20","198","3960","2008-01-27T08:09:15.000"
"10056","49323","40597","1338","1853","2","21","42","2008-01-27T09:48:52.000"
"10057","52012","14742","4933","1853","24","333","7992","2008-01-27T09:31:21.000"
"10058","52747","25144","6655","1853","16","249","3984","2008-01-27T02:00:32.000"
"10059","54094","4500","5774","1853","5","89","445","2008-01-27T04:27:27.000"
"10060","55771","11229","2649","1853","12","315","3780","2008-01-27T03:17:58.000"
"10061","61430","38053","2347","1853","9","292","2628","2008-01-27T05:46:50.000"
"10062","63100","45608","4991","1853","4","478","1912","2008-01-27T07:11:16.000"
"10063","64051","49045","8425","1853","10","97","970","2008-01-27T10:01:54.000"
"10064","67367","7083","2526","1853","16","384","6144","2008-01-27T08:44:57.000"
"10065","69483","2918","2495","1853","4","55","220","2008-01-27T03:09:10.000"
"10066","70520","9697","8494","1853","3","381","1143","2008-01-27T05:48:30.000"
"10067","71274","42623","1352","1853","24","265","6360","2008-01-27T12:09:22.000"
"10068","71659","7283","6257","1853","10","275","2750","2008-01-27T08:40:34.000"
"10069","77480","2599","1429","1853","22","273","6006","2008-01-27T09:24:03.000"
"10070","81356","43150","1185","1853","16","421","6736","2008-01-27T02:29:28.000"
"10071","85059","13433","2412","1853","20","298","5960","2008-01-27T09:36:15.000"
"10072","86895","1620","5331","1853","8","337","2696","2008-01-27T03:15:10.000"
"10073","96348","21081","5084","1853","16","447","7152","2008-01-27T07:25:31.000"
"10074","100255","13172","2077","1853","9","469","4221","2008-01-27T10:36:00.000"
"10075","108350","38514","8455","1853","14","472","6608","2008-01-27T02:42:58.000"
"10076","108516","26653","7586","1853","3","369","1107","2008-01-27T09:36:24.000"
"10077","108633","15699","4980","1853","1","80","80","2008-01-27T02:30:48.000"
"10078","110419","46614","4341","1853","24","429","10296","2008-01-27T06:02:32.000"
"10079","117559","35299","604","1853","22","64","1408","2008-01-27T05:46:28.000"
"10080","121741","30559","1015","1853","24","180","4320","2008-01-27T03:34:17.000"
"10081","123867","40213","3700","1853","16","374","5984","2008-01-27T11:48:47.000"
"10082","125627","26648","4933","1853","1","148","148","2008-01-27T08:18:12.000"
"10083","132257","24322","6141","1853","2","427","854","2008-01-27T01:35:07.000"
"10084","132910","19237","1259","1853","20","147","2940","2008-01-27T11:49:00.000"
"10085","134442","4901","3717","1853","22","137","3014","2008-01-27T09:12:38.000"
"10086","134562","38875","165","1853","20","337","6740","2008-01-27T05:28:08.000"
"10087","137565","33966","1641","1853","22","327","7194","2008-01-27T04:49:49.000"
"10088","138512","30153","1197","1853","1","309","309","2008-01-27T01:57:47.000"
"10089","144631","8547","5657","1853","1","429","429","2008-01-27T04:10:03.000"
"10090","148268","2698","533","1853","3","159","477","2008-01-27T03:15:47.000"
"10091","148418","3921","1135","1853","10","441","4410","2008-01-27T03:55:22.000"
"10092","149802","27472","5557","1853","4","490","1960","2008-01-27T08:04:39.000"
"10093","151924","22935","3700","1853","24","287","6888","2008-01-27T05:43:15.000"
"10094","158409","13580","6823","1853","22","422","9284","2008-01-27T05:01:07.000"
"10095","159337","38151","1251","1853","22","164","3608","2008-01-27T10:05:24.000"
"10096","160553","3190","6104","1853","24","124","2976","2008-01-27T08:34:46.000"
"10097","162227","28386","7196","1853","22","88","1936","2008-01-27T03:01:28.000"
"10098","162843","34326","1470","1853","6","239","1434","2008-01-27T05:50:43.000"
"10099","164697","20827","4849","1853","22","54","1188","2008-01-27T08:50:13.000"
"10100","166339","34424","1475","1853","9","97","873","2008-01-27T10:27:02.000"
"10101","178500","21163","3275","1853","24","492","11808","2008-01-27T12:28:08.000"
"10102","212935","26524","4910","1853","5","631","3155","2008-01-27T10:38:19.000"
"10103","216520","33637","3061","1853","7","1036","7252","2008-01-27T09:49:26.000"
"10104","217147","35852","777","1853","1","1325","1325","2008-01-27T07:03:02.000"
"10105","217499","10505","3363","1853","8","1474","11792","2008-01-27T01:20:53.000"
"10106","220109","11159","2143","1853","2","2165","4330","2008-01-27T06:24:02.000"
"10107","221408","32761","2314","1853","6","903","5418","2008-01-27T06:37:35.000"
"10108","223094","10123","747","1853","5","1572","7860","2008-01-27T04:38:45.000"
"10109","223291","48992","4689","1853","7","2203","15421","2008-01-27T12:58:28.000"
"10110","224851","5093","7561","1853","3","370","1110","2008-01-27T12:31:10.000"
"10111","225010","30094","1794","1853","4","1556","6224","2008-01-27T08:24:23.000"
"10112","232046","17516","5310","1853","1","1438","1438","2008-01-27T10:48:47.000"
"10113","233213","7777","1189","1853","7","1194","8358","2008-01-27T07:13:28.000"
"10114","235424","41044","6159","1853","3","1582","4746","2008-01-27T07:35:31.000"
"10115","126","48593","747","1854","18","240","4320","2008-01-28T06:14:26.000"
"10116","5464","5124","247","1854","2","184","368","2008-01-28T08:57:38.000"
"10117","627","36284","2906","1854","12","192","2304","2008-01-28T11:01:41.000"
"10118","5486","21506","6809","1854","26","165","4290","2008-01-28T04:45:18.000"
"10119","3799","45623","287","1854","12","46","552","2008-01-28T05:35:17.000"
"10120","10601","5276","8503","1854","24","240","5760","2008-01-28T09:49:54.000"
"10121","4655","19565","6163","1854","10","223","2230","2008-01-28T05:49:43.000"
"10122","12662","47372","2761","1854","28","167","4676","2008-01-28T05:00:24.000"
"10123","5372","5593","2403","1854","24","86","2064","2008-01-28T11:22:42.000"
"10124","12935","8664","2097","1854","4","88","352","2008-01-28T11:22:00.000"
"10125","7769","31090","3301","1854","4","47","188","2008-01-28T06:46:29.000"
"10126","15287","5880","4499","1854","5","240","1200","2008-01-28T11:16:26.000"
"10127","8149","16904","3785","1854","22","209","4598","2008-01-28T05:10:49.000"
"10128","17467","49890","8718","1854","9","32","288","2008-01-28T10:05:11.000"
"10129","8227","39337","1942","1854","16","207","3312","2008-01-28T10:55:21.000"
"10130","21339","39548","3667","1854","6","211","1266","2008-01-28T07:06:21.000"
"10131","11813","9220","6052","1854","16","243","3888","2008-01-28T07:37:57.000"
"10132","21982","36900","3993","1854","30","94","2820","2008-01-28T04:02:15.000"
"10133","13420","48473","1530","1854","4","171","684","2008-01-28T12:54:23.000"
"10134","22753","30364","1979","1854","26","37","962","2008-01-28T01:12:43.000"
"10135","15981","22294","7177","1854","6","176","1056","2008-01-28T08:17:03.000"
"10136","24336","12800","1118","1854","10","42","420","2008-01-28T02:51:58.000"
"10137","20761","45199","5724","1854","12","84","1008","2008-01-28T11:09:40.000"
"10138","29693","47308","2262","1854","12","142","1704","2008-01-28T04:01:44.000"
"10139","22876","48536","4221","1854","14","106","1484","2008-01-28T08:00:31.000"
"10140","30367","39868","4562","1854","3","194","582","2008-01-28T03:17:43.000"
"10141","23364","46649","4980","1854","28","21","588","2008-01-28T06:55:30.000"
"10142","30649","10992","977","1854","14","257","3598","2008-01-28T05:05:14.000"
"10143","24442","21660","5779","1854","1","118","118","2008-01-28T08:38:09.000"
"10144","30771","47810","2241","1854","5","320","1600","2008-01-28T09:12:05.000"
"10145","24784","15185","4375","1854","9","160","1440","2008-01-28T12:20:25.000"
"10146","41210","7253","7334","1854","12","323","3876","2008-01-28T07:37:52.000"
"10147","25125","22581","1326","1854","30","146","4380","2008-01-28T06:01:21.000"
"10148","41509","45944","920","1854","7","58","406","2008-01-28T08:22:10.000"
"10149","25308","17416","7537","1854","16","118","1888","2008-01-28T02:20:52.000"
"10150","42744","36144","686","1854","7","22","154","2008-01-28T07:24:12.000"
"10151","25603","13202","6641","1854","4","53","212","2008-01-28T01:02:14.000"
"10152","44363","44448","6131","1854","8","226","1808","2008-01-28T10:06:09.000"
"10153","26977","31300","761","1854","20","206","4120","2008-01-28T07:39:37.000"
"10154","46194","35590","2683","1854","9","305","2745","2008-01-28T03:42:39.000"
"10155","30431","10760","3232","1854","7","54","378","2008-01-28T10:13:37.000"
"10156","47881","45143","683","1854","4","22","88","2008-01-28T10:33:01.000"
"10157","33026","45549","2157","1854","7","165","1155","2008-01-28T07:24:54.000"
"10158","48908","48478","757","1854","5","194","970","2008-01-28T11:45:13.000"
"10159","33972","49753","1989","1854","6","155","930","2008-01-28T07:23:58.000"
"10160","49335","18514","5408","1854","10","89","890","2008-01-28T08:41:17.000"
"10161","33986","26249","2941","1854","14","202","2828","2008-01-28T09:05:39.000"
"10162","51302","43336","24","1854","4","58","232","2008-01-28T05:00:26.000"
"10163","36551","17553","3016","1854","6","183","1098","2008-01-28T04:23:00.000"
"10164","52378","30632","2690","1854","1","302","302","2008-01-28T03:49:34.000"
"10165","36623","3204","2221","1854","14","95","1330","2008-01-28T09:05:32.000"
"10166","54522","10244","5310","1854","7","82","574","2008-01-28T06:34:53.000"
"10167","41675","35044","8196","1854","18","342","6156","2008-01-28T02:14:36.000"
"10168","56580","42591","3031","1854","2","20","40","2008-01-28T10:02:50.000"
"10169","44299","47064","4342","1854","1","45","45","2008-01-28T10:08:43.000"
"10170","56762","8552","1189","1854","9","92","828","2008-01-28T11:10:02.000"
"10171","47397","12331","2693","1854","10","289","2890","2008-01-28T08:54:32.000"
"10172","59824","25738","8274","1854","1","359","359","2008-01-28T12:21:51.000"
"10173","51881","11616","7142","1854","7","235","1645","2008-01-28T04:34:02.000"
"10174","63822","11813","6044","1854","9","439","3951","2008-01-28T01:01:43.000"
"10175","52703","1232","4283","1854","18","109","1962","2008-01-28T06:23:37.000"
"10176","63956","27094","3879","1854","1","210","210","2008-01-28T01:17:38.000"
"10177","53465","23289","6526","1854","22","146","3212","2008-01-28T02:48:45.000"
"10178","64156","24136","8437","1854","18","430","7740","2008-01-28T05:51:50.000"
"10179","56023","11389","7537","1854","8","161","1288","2008-01-28T07:22:51.000"
"10180","66221","3485","3880","1854","8","72","576","2008-01-28T11:21:14.000"
"10181","57001","27997","1865","1854","22","306","6732","2008-01-28T08:38:55.000"
"10182","69172","10490","2680","1854","4","59","236","2008-01-28T06:08:56.000"
"10183","57866","4755","1668","1854","14","235","3290","2008-01-28T11:46:03.000"
"10184","73861","25916","4124","1854","3","20","60","2008-01-28T12:10:56.000"
"10185","63958","14046","6712","1854","18","363","6534","2008-01-28T09:30:40.000"
"10186","74084","10258","4075","1854","12","186","2232","2008-01-28T06:13:58.000"
"10187","67705","41774","8425","1854","5","485","2425","2008-01-28T03:03:20.000"
"10188","75586","46122","1259","1854","8","320","2560","2008-01-28T04:05:22.000"
"10189","68032","47372","5011","1854","22","305","6710","2008-01-28T06:28:43.000"
"10190","77062","6659","6825","1854","7","51","357","2008-01-28T04:33:09.000"
"10191","69737","24611","3840","1854","6","137","822","2008-01-28T07:58:33.000"
"10192","77103","36386","279","1854","2","276","552","2008-01-28T06:03:13.000"
"10193","72042","47753","6127","1854","22","32","704","2008-01-28T12:12:28.000"
"10194","83754","12180","4938","1854","5","195","975","2008-01-28T11:20:51.000"
"10195","76936","41392","1434","1854","22","43","946","2008-01-28T03:17:01.000"
"10196","85475","7005","7912","1854","20","222","4440","2008-01-28T06:12:55.000"
"10197","79059","6849","3993","1854","22","223","4906","2008-01-28T11:39:28.000"
"10198","85477","38450","25","1854","18","91","1638","2008-01-28T08:18:00.000"
"10199","84088","6445","6989","1854","22","132","2904","2008-01-28T10:18:07.000"
"10200","85532","29290","2474","1854","1","138","138","2008-01-28T09:34:32.000"
"10201","86749","46772","6189","1854","24","33","792","2008-01-28T05:01:21.000"
"10202","88608","13141","8425","1854","18","390","7020","2008-01-28T09:48:51.000"
"10203","91255","17166","8578","1854","4","373","1492","2008-01-28T09:52:56.000"
"10204","92779","32632","1612","1854","24","204","4896","2008-01-28T10:50:45.000"
"10205","91426","10705","4577","1854","5","324","1620","2008-01-28T06:05:53.000"
"10206","95775","10348","6734","1854","8","165","1320","2008-01-28T05:41:24.000"
"10207","92507","30531","7399","1854","20","130","2600","2008-01-28T08:00:28.000"
"10208","96438","28005","6604","1854","3","305","915","2008-01-28T02:41:32.000"
"10209","95850","378","8459","1854","6","134","804","2008-01-28T03:15:54.000"
"10210","99280","8185","4503","1854","20","81","1620","2008-01-28T04:47:59.000"
"10211","98856","13577","4018","1854","16","264","4224","2008-01-28T11:07:53.000"
"10212","101378","17021","3925","1854","22","354","7788","2008-01-28T04:57:51.000"
"10213","100128","5151","1794","1854","18","359","6462","2008-01-28T11:50:52.000"
"10214","103109","2847","3418","1854","4","28","112","2008-01-28T12:51:43.000"
"10215","101662","34433","4831","1854","14","25","350","2008-01-28T07:32:06.000"
"10216","104831","32578","7187","1854","22","391","8602","2008-01-28T11:55:34.000"
"10217","103144","43191","8040","1854","4","372","1488","2008-01-28T08:25:46.000"
"10218","106034","29402","6305","1854","22","434","9548","2008-01-28T06:42:18.000"
"10219","103556","39941","5430","1854","4","223","892","2008-01-28T08:29:13.000"
"10220","109345","36230","2421","1854","1","323","323","2008-01-28T06:23:56.000"
"10221","109261","31518","2209","1854","5","301","1505","2008-01-28T08:43:25.000"
"10222","114195","5359","5784","1854","3","144","432","2008-01-28T12:03:15.000"
"10223","109550","14952","5271","1854","24","43","1032","2008-01-28T08:43:26.000"
"10224","116108","23454","3993","1854","20","23","460","2008-01-28T10:22:50.000"
"10225","110783","38246","1851","1854","12","236","2832","2008-01-28T10:09:13.000"
"10226","116123","17622","4584","1854","6","164","984","2008-01-28T03:03:17.000"
"10227","113729","16701","2710","1854","20","399","7980","2008-01-28T12:12:15.000"
"10228","118836","16848","7786","1854","4","469","1876","2008-01-28T08:00:46.000"
"10229","118909","21369","4727","1854","1","140","140","2008-01-28T03:06:44.000"
"10230","120337","27545","874","1854","24","407","9768","2008-01-28T05:44:32.000"
"10231","119452","30867","4910","1854","7","81","567","2008-01-28T03:41:21.000"
"10232","120675","1294","2850","1854","9","446","4014","2008-01-28T12:47:51.000"
"10233","121125","13400","2285","1854","20","320","6400","2008-01-28T10:43:14.000"
"10234","120980","30513","2071","1854","10","495","4950","2008-01-28T08:00:12.000"
"10235","121373","26712","8583","1854","7","106","742","2008-01-28T10:51:51.000"
"10236","123101","2532","6499","1854","24","248","5952","2008-01-28T08:48:56.000"
"10237","121566","6042","8664","1854","4","242","968","2008-01-28T03:41:26.000"
"10238","124596","1623","2814","1854","20","136","2720","2008-01-28T11:53:52.000"
"10239","123160","730","3068","1854","2","477","954","2008-01-28T07:14:02.000"
"10240","125654","45180","4437","1854","14","468","6552","2008-01-28T05:53:56.000"
"10241","124849","21982","3552","1854","5","254","1270","2008-01-28T04:31:28.000"
"10242","125752","22673","2262","1854","6","135","810","2008-01-28T12:32:17.000"
"10243","128925","12291","2221","1854","20","40","800","2008-01-28T12:05:46.000"
"10244","126548","7124","8085","1854","7","89","623","2008-01-28T12:35:09.000"
"10245","129175","7645","4124","1854","6","278","1668","2008-01-28T10:02:40.000"
"10246","127703","19364","789","1854","10","193","1930","2008-01-28T07:07:17.000"
"10247","130500","22682","5554","1854","6","184","1104","2008-01-28T10:37:05.000"
"10248","129396","46905","548","1854","24","253","6072","2008-01-28T03:18:25.000"
"10249","131151","13222","3184","1854","14","76","1064","2008-01-28T09:57:46.000"
"10250","129835","40626","868","1854","24","403","9672","2008-01-28T05:35:53.000"
"10251","131271","15452","143","1854","2","181","362","2008-01-28T11:36:33.000"
"10252","134648","46959","853","1854","18","131","2358","2008-01-28T07:51:27.000"
"10253","133657","2315","6787","1854","1","290","290","2008-01-28T02:45:01.000"
"10254","135643","40235","6820","1854","5","166","830","2008-01-28T10:08:03.000"
"10255","137295","29961","6256","1854","10","144","1440","2008-01-28T02:10:23.000"
"10256","137994","37191","3181","1854","16","231","3696","2008-01-28T07:56:32.000"
"10257","138946","20325","5463","1854","12","285","3420","2008-01-28T09:00:06.000"
"10258","139433","38128","3120","1854","12","194","2328","2008-01-28T10:57:35.000"
"10259","139269","13365","903","1854","6","492","2952","2008-01-28T07:12:18.000"
"10260","139747","1048","4719","1854","12","305","3660","2008-01-28T01:57:47.000"
"10261","139350","7136","1446","1854","9","268","2412","2008-01-28T09:57:17.000"
"10262","143740","43768","7231","1854","24","127","3048","2008-01-28T06:18:05.000"
"10263","139400","5058","5497","1854","2","129","258","2008-01-28T08:25:46.000"
"10264","145158","34053","5743","1854","5","55","275","2008-01-28T02:35:02.000"
"10265","145185","34374","7058","1854","18","434","7812","2008-01-28T08:11:00.000"
"10266","145927","10224","5111","1854","3","288","864","2008-01-28T08:43:32.000"
"10267","146195","2392","1254","1854","12","56","672","2008-01-28T04:45:17.000"
"10268","147507","39798","2241","1854","14","45","630","2008-01-28T11:52:20.000"
"10269","146814","9784","650","1854","1","270","270","2008-01-28T03:00:46.000"
"10270","147588","7953","4903","1854","12","317","3804","2008-01-28T06:33:58.000"
"10271","147801","1120","3726","1854","5","198","990","2008-01-28T02:12:57.000"
"10272","150437","19049","5430","1854","24","291","6984","2008-01-28T12:41:32.000"
"10273","153567","20363","4831","1854","6","48","288","2008-01-28T04:57:56.000"
"10274","151504","14567","6782","1854","6","65","390","2008-01-28T07:17:33.000"
"10275","156155","46579","6734","1854","3","318","954","2008-01-28T10:27:50.000"
"10276","151622","30464","1976","1854","12","84","1008","2008-01-28T07:48:18.000"
"10277","156917","29118","7987","1854","22","258","5676","2008-01-28T09:37:00.000"
"10278","158611","23549","2994","1854","5","101","505","2008-01-28T12:09:06.000"
"10279","159456","43525","3535","1854","9","306","2754","2008-01-28T05:07:14.000"
"10280","158925","18937","3620","1854","8","470","3760","2008-01-28T05:20:56.000"
"10281","159708","12195","5837","1854","7","442","3094","2008-01-28T01:07:27.000"
"10282","158937","31390","5586","1854","9","394","3546","2008-01-28T03:15:53.000"
"10283","160015","5219","143","1854","18","422","7596","2008-01-28T01:31:02.000"
"10284","162250","23971","1752","1854","1","179","179","2008-01-28T08:00:16.000"
"10285","163641","17192","307","1854","9","43","387","2008-01-28T06:25:50.000"
"10286","162932","3165","3460","1854","6","84","504","2008-01-28T01:31:59.000"
"10287","164371","29588","1251","1854","7","284","1988","2008-01-28T04:35:11.000"
"10288","163305","40078","5092","1854","12","244","2928","2008-01-28T04:51:55.000"
"10289","169537","18181","5315","1854","24","39","936","2008-01-28T10:44:52.000"
"10290","164191","29899","2205","1854","9","473","4257","2008-01-28T06:36:17.000"
"10291","172700","49247","2539","1854","12","62","744","2008-01-28T09:14:46.000"
"10292","165733","7630","6582","1854","12","37","444","2008-01-28T11:04:20.000"
"10293","172893","12427","5564","1854","4","451","1804","2008-01-28T02:56:32.000"
"10294","167676","25250","910","1854","12","374","4488","2008-01-28T01:52:20.000"
"10295","173975","38063","3138","1854","2","417","834","2008-01-28T01:37:14.000"
"10296","168224","1441","8072","1854","2","175","350","2008-01-28T07:02:58.000"
"10297","175584","42329","2577","1854","5","323","1615","2008-01-28T06:41:54.000"
"10298","168403","23073","7420","1854","4","244","976","2008-01-28T07:11:42.000"
"10299","177883","13802","5798","1854","3","441","1323","2008-01-28T05:49:01.000"
"10300","168721","34757","195","1854","6","129","774","2008-01-28T06:33:21.000"
"10301","178365","31490","1015","1854","8","262","2096","2008-01-28T11:32:29.000"
"10302","171338","10895","4942","1854","20","494","9880","2008-01-28T11:41:34.000"
"10303","180439","9391","7561","1854","9","415","3735","2008-01-28T01:03:11.000"
"10304","173582","625","4344","1854","1","142","142","2008-01-28T01:46:19.000"
"10305","207438","27321","5814","1854","2","1838","3676","2008-01-28T11:12:34.000"
"10306","177760","9858","8545","1854","2","52","104","2008-01-28T11:08:00.000"
"10307","209850","33381","4643","1854","2","1276","2552","2008-01-28T07:09:47.000"
"10308","180401","48663","8052","1854","9","217","1953","2008-01-28T07:46:07.000"
"10309","211132","24598","3560","1854","5","1836","9180","2008-01-28T05:41:16.000"
"10310","205227","1539","1175","1854","1","591","591","2008-01-28T11:06:55.000"
"10311","213657","11402","2169","1854","6","1393","8358","2008-01-28T07:27:15.000"
"10312","207445","17862","5456","1854","7","1751","12257","2008-01-28T02:40:00.000"
"10313","218695","35456","6849","1854","8","1886","15088","2008-01-28T08:05:10.000"
"10314","211053","44926","1281","1854","1","962","962","2008-01-28T09:22:46.000"
"10315","225664","44926","8125","1854","6","2402","14412","2008-01-28T08:43:11.000"
"10316","223799","26261","4881","1854","1","860","860","2008-01-28T10:46:24.000"
"10317","230411","7927","2703","1854","6","994","5964","2008-01-28T07:52:07.000"
"10318","225110","31830","8179","1854","3","566","1698","2008-01-28T12:50:14.000"
"10319","230657","20884","4423","1854","6","404","2424","2008-01-28T09:52:23.000"
"10320","225913","49792","2703","1854","6","2251","13506","2008-01-28T05:20:25.000"
"10321","231093","47166","5459","1854","4","712","2848","2008-01-28T03:48:42.000"
"10322","226072","41020","3714","1854","1","517","517","2008-01-28T05:08:30.000"
"10323","232086","9576","1311","1854","7","668","4676","2008-01-28T02:44:05.000"
"10324","228403","1701","3506","1854","3","555","1665","2008-01-28T02:44:29.000"
"10325","233019","36113","8580","1854","6","1681","10086","2008-01-28T03:48:11.000"
"10326","234065","48504","7207","1854","1","776","776","2008-01-28T11:36:32.000"
"10327","2772","23441","7176","1854","2","240","480","2008-01-28T12:47:02.000"
"10328","5147","28682","6733","1854","14","31","434","2008-01-28T09:06:30.000"
